Site,Parameter,Date (LST),Value,Unit,QCCode,OPCode
RIVR,T640-PM2.5 AQI,2021/12/01 00:00,8.95344,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/01 01:00,8.74177,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/01 02:00,10.21333,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/01 03:00,8.84418,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/01 04:00,8.33393,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/01 05:00,8.54124,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/01 06:00,10.98514,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/01 07:00,13.6785,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/01 08:00,16.97237,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/01 09:00,15.77013,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/01 10:00,4.56994,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/01 11:00,3.26278,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/01 12:00,4.62115,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/01 13:00,4.86311,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/01 14:00,5.01404,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/01 15:00,10.05435,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/01 16:00,15.53564,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/01 17:00,20.57549,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/01 18:00,31.97921,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/01 19:00,19.96166,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/01 20:00,24.48096,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/01 21:00,30.08398,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/01 22:00,31.47554,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/01 23:00,30.45296,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/02 00:00,26.68458,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/02 01:00,27.86041,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/02 02:00,26.09529,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/02 03:00,26.1183,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/02 04:00,21.91736,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/02 05:00,19.21759,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/02 06:00,16.91432,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/02 07:00,18.38015,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/02 08:00,21.54083,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/02 09:00,25.27895,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/02 10:00,30.71396,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/02 11:00,32.7212,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/02 12:00,29.86503,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/02 13:00,40.84473,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/02 14:00,45.41882,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/02 15:00,54.19353,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/02 16:00,47.17213,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/02 17:00,47.88685,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/02 18:00,48.60112,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/02 19:00,41.32623,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/02 20:00,42.76038,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/02 21:00,52.13081,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/02 22:00,49.71408,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/02 23:00,53.53302,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/03 00:00,55.61191,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/03 01:00,53.80342,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/03 02:00,66.51613,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/03 03:00,52.73654,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/03 04:00,50.31468,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/03 05:00,45.68211,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/03 06:00,42.8668,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/03 07:00,43.50392,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/03 08:00,43.41131,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/03 09:00,47.76524,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/03 10:00,62.17874,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/03 11:00,68.83522,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/03 12:00,66.70372,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/03 13:00,55.06979,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/03 14:00,52.53561,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/03 15:00,59.88348,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/03 16:00,66.39729,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/03 17:00,74.24225,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/03 18:00,72.62879,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/03 19:00,50.29076,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/03 20:00,46.39239,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/03 21:00,45.94826,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/03 22:00,43.84579,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/03 23:00,43.1904,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/04 00:00,45.76733,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/04 01:00,46.2082,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/04 02:00,46.71078,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/04 03:00,50.78957,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/04 04:00,44.86835,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/04 05:00,42.91948,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/04 06:00,51.19034,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/04 07:00,42.08971,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/04 08:00,36.94046,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/04 09:00,42.34352,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/04 10:00,48.08718,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/04 11:00,57.03946,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/04 12:00,65.3766,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/04 13:00,72.26908,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/04 14:00,76.78319,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/04 15:00,74.26552,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/04 16:00,72.43444,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/04 17:00,78.35376,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/04 18:00,82.99023,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/04 19:00,89.22318,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/04 20:00,88.26294,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/04 21:00,87.15156,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/04 22:00,94.19782,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/04 23:00,97.19311,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/05 00:00,96.24872,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/05 01:00,94.24204,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/05 02:00,97.32035,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/05 03:00,104.75323,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/05 04:00,101.03376,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/05 05:00,91.66316,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/05 06:00,99.09101,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/05 07:00,98.57013,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/05 08:00,112.17315,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/05 09:00,93.50656,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/05 10:00,92.2637,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/05 11:00,89.31164,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/05 12:00,101.02385,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/05 13:00,90.87337,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/05 14:00,67.96604,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/05 15:00,59.17299,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/05 16:00,65.3686,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/05 17:00,67.15028,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/05 18:00,67.7736,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/05 19:00,73.07876,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/05 20:00,78.15882,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/05 21:00,80.19748,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/05 22:00,80.21082,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/05 23:00,80.42886,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/06 00:00,84.00448,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/06 01:00,78.88642,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/06 02:00,68.4083,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/06 03:00,63.35206,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/06 04:00,59.50456,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/06 05:00,52.12986,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/06 06:00,49.75569,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/06 07:00,50.09495,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/06 08:00,54.0472,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/06 09:00,44.85983,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/06 10:00,37.44077,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/06 11:00,36.27312,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/06 12:00,40.93488,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/06 13:00,37.07766,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/06 14:00,39.96856,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/06 15:00,31.2871,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/06 16:00,33.53691,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/06 17:00,33.63939,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/06 18:00,36.2329,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/06 19:00,38.97045,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/06 20:00,38.6281,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/06 21:00,40.10846,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/06 22:00,42.19339,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/06 23:00,45.80976,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/07 00:00,52.11908,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/07 01:00,49.59426,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/07 02:00,40.6406,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/07 03:00,37.26819,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/07 04:00,36.29461,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/07 05:00,33.27186,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/07 06:00,36.34696,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/07 07:00,34.36748,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/07 08:00,31.21163,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/07 09:00,30.54125,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/07 10:00,29.51662,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/07 11:00,27.27229,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/07 12:00,25.34989,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/07 13:00,21.79065,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/07 14:00,22.12589,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/07 15:00,20.26163,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/07 16:00,24.37167,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/07 17:00,27.44183,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/07 18:00,29.04851,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/07 19:00,29.99045,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/07 20:00,31.08115,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/07 21:00,31.01034,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/07 22:00,32.08545,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/07 23:00,31.48582,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/08 00:00,31.30991,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/08 01:00,33.03839,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/08 02:00,30.64747,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/08 03:00,29.39106,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/08 04:00,27.44845,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/08 05:00,26.88032,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/08 06:00,24.64425,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/08 07:00,24.45293,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/08 08:00,30.95642,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/08 09:00,35.23666,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/08 10:00,36.99474,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/08 11:00,38.50952,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/08 12:00,35.11115,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/08 13:00,28.88657,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/08 14:00,32.13505,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/08 15:00,26.65989,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/08 16:00,24.37599,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/08 17:00,26.32875,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/08 18:00,29.07367,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/08 19:00,24.97167,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/08 20:00,22.89224,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/08 21:00,25.34142,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/08 22:00,27.15835,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/08 23:00,36.19585,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/09 00:00,39.40299,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/09 01:00,40.46217,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/09 02:00,41.3558,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/09 03:00,42.67125,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/09 04:00,40.86113,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/09 05:00,25.78777,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/09 06:00,20.08347,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/09 07:00,12.16545,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/09 08:00,6.02407,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/09 09:00,3.89496,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/09 10:00,4.62492,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/09 11:00,3.92952,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/09 12:00,5.48411,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/09 13:00,4.46981,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/09 14:00,4.05329,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/09 15:00,4.04723,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/09 16:00,3.35824,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/09 17:00,4.90971,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/09 18:00,5.04539,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/09 19:00,6.11982,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/09 20:00,8.44522,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/09 21:00,11.38925,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/09 22:00,9.73124,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/09 23:00,10.15988,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/10 00:00,10.67216,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/10 01:00,13.16678,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/10 02:00,13.65876,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/10 03:00,10.41633,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/10 04:00,8.03301,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/10 05:00,8.6781,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/10 06:00,10.96611,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/10 07:00,13.177,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/10 08:00,14.04908,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/10 09:00,13.09573,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/10 10:00,10.49649,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/10 11:00,7.71601,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/10 12:00,7.20707,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/10 13:00,6.98248,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/10 14:00,7.29362,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/10 15:00,8.07051,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/10 16:00,11.07448,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/10 17:00,15.51774,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/10 18:00,17.20302,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/10 19:00,20.919,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/10 20:00,27.73352,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/10 21:00,26.94157,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/10 22:00,18.13017,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/10 23:00,13.37013,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/11 00:00,15.32567,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/11 01:00,12.37714,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/11 02:00,8.00617,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/11 03:00,5.9158,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/11 04:00,5.3057,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/11 05:00,8.40185,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/11 06:00,5.6277,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/11 07:00,7.43031,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/11 08:00,5.3639,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/11 09:00,4.38057,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/11 10:00,3.69713,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/11 11:00,3.42734,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/11 12:00,3.49617,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/11 13:00,3.23947,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/11 14:00,3.62008,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/11 15:00,3.26669,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/11 16:00,4.40481,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/11 17:00,7.98039,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/11 18:00,11.66512,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/11 19:00,15.93653,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/11 20:00,23.17401,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/11 21:00,21.35356,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/11 22:00,29.57176,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/11 23:00,24.51311,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/12 00:00,21.27665,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/12 01:00,23.48537,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/12 02:00,24.92091,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/12 03:00,19.32943,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/12 04:00,19.39007,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/12 05:00,18.4115,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/12 06:00,18.83246,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/12 07:00,18.07696,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/12 08:00,15.35619,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/12 09:00,12.54421,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/12 10:00,11.10424,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/12 11:00,11.34481,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/12 12:00,15.64487,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/12 13:00,13.72394,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/12 14:00,15.63041,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/12 15:00,16.0363,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/12 16:00,17.37977,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/12 17:00,13.76563,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/12 18:00,18.76649,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/12 19:00,20.72088,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/12 20:00,26.66042,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/12 21:00,32.28336,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/12 22:00,41.39181,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/12 23:00,37.26581,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/13 00:00,30.33851,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/13 01:00,30.41379,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/13 02:00,29.83877,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/13 03:00,27.77248,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/13 04:00,20.78779,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/13 05:00,25.89235,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/13 06:00,26.86582,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/13 07:00,30.49748,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2021/12/13 08:00,30.98115,ug/m3_LC,0,1
