Site,Parameter,Date (LST),Value,Unit,QCCode,OPCode
RIVR,T640-PM2.5 AQI,2022/06/24 01:00,8.72342,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/24 02:00,9.33532,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/24 03:00,11.356,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/24 04:00,11.80876,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/24 05:00,14.78315,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/24 06:00,20.74652,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/24 07:00,13.66015,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/24 08:00,7.0585,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/24 09:00,6.13799,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/24 10:00,7.00373,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/24 11:00,7.70432,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/24 12:00,9.65945,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/24 13:00,8.8236,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/24 14:00,7.55918,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/24 15:00,8.22654,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/24 16:00,8.76659,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/24 17:00,7.18581,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/24 18:00,7.61737,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/24 19:00,8.02042,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/24 20:00,8.54195,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/24 21:00,10.33584,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/24 22:00,12.52314,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/24 23:00,16.14055,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/25 00:00,14.87107,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/25 01:00,14.61056,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/25 02:00,14.95419,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/25 03:00,14.7415,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/25 04:00,15.39077,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/25 05:00,17.375,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/25 06:00,20.16209,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/25 07:00,17.05786,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/25 08:00,10.03639,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/25 09:00,7.63488,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/25 10:00,6.16247,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/25 11:00,4.76229,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/25 12:00,3.70287,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/25 13:00,8.23561,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/25 14:00,9.8437,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/25 15:00,7.431,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/25 16:00,7.60894,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/25 17:00,7.90452,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/25 18:00,11.88731,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/25 19:00,17.16165,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/25 20:00,14.94755,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/25 21:00,16.18389,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/25 22:00,30.63332,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/25 23:00,37.71316,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/26 00:00,24.60529,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/26 01:00,60.81716,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/26 02:00,26.26691,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/26 03:00,24.41818,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/26 04:00,28.20501,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/26 05:00,24.39483,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/26 06:00,29.51323,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/26 07:00,21.45678,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/26 08:00,15.32739,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/26 09:00,11.76798,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/26 10:00,11.34622,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/26 11:00,8.65994,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/26 12:00,8.74698,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/26 13:00,13.19737,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/26 14:00,13.83026,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/26 15:00,12.60648,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/26 16:00,12.65681,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/26 17:00,17.48957,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/26 18:00,17.96142,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/26 19:00,16.98358,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/26 20:00,17.97513,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/26 21:00,19.13146,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/26 22:00,20.58439,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/26 23:00,19.36638,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/27 00:00,19.04227,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/27 01:00,19.44047,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/27 02:00,19.96665,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/27 03:00,20.58604,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/27 04:00,22.16244,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/27 05:00,25.5924,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/27 06:00,26.94133,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/27 07:00,25.22246,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/27 08:00,22.21057,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/27 09:00,25.10973,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/27 10:00,22.88205,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/27 11:00,19.27595,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/27 12:00,17.58036,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/27 13:00,15.7972,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/27 14:00,13.07268,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/27 15:00,9.96108,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/27 16:00,10.95505,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/27 17:00,13.24504,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/27 18:00,14.32334,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/27 19:00,15.34124,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/27 20:00,15.07407,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/27 21:00,16.23688,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/27 22:00,15.43038,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/27 23:00,16.87527,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/28 00:00,17.36996,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/28 01:00,17.97724,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/28 02:00,18.21359,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/28 03:00,18.80509,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/28 04:00,19.02954,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/28 05:00,20.84486,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/28 06:00,20.95458,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/28 07:00,21.31547,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/28 08:00,20.91495,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/28 09:00,14.06728,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/28 10:00,13.16749,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/28 11:00,12.63949,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/28 12:00,8.6617,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/28 13:00,8.94342,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/28 14:00,9.58502,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/28 15:00,8.78202,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/28 16:00,7.94201,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/28 17:00,7.77178,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/28 18:00,7.95913,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/28 19:00,8.62114,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/28 20:00,11.71755,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/28 21:00,10.7618,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/28 22:00,11.64435,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/28 23:00,12.24946,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/29 00:00,12.43341,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/29 01:00,14.20254,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/29 02:00,14.99272,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/29 03:00,14.98126,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/29 04:00,15.75493,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/29 05:00,17.1967,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/29 06:00,17.29582,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/29 07:00,15.67057,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/29 08:00,12.70127,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/29 09:00,9.52054,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/29 10:00,9.13105,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/29 11:00,10.08171,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/29 12:00,9.89188,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/29 13:00,10.65291,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/29 14:00,9.87724,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/29 15:00,9.0385,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/29 16:00,9.2614,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/29 17:00,8.72596,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/29 18:00,10.66844,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/29 19:00,13.20596,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/29 20:00,13.37869,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/29 21:00,12.97556,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/29 22:00,12.66224,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/29 23:00,13.80189,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/30 00:00,14.21986,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/30 01:00,14.65316,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/30 02:00,15.43609,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/30 03:00,15.4781,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/30 04:00,16.46744,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/30 05:00,18.11607,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/30 06:00,18.80957,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/30 07:00,18.89193,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/30 08:00,17.42248,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/30 09:00,16.22144,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/30 10:00,14.5064,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/30 11:00,14.94898,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/30 12:00,13.68271,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/30 13:00,13.10985,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/30 14:00,10.69878,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/30 15:00,10.16466,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/30 16:00,9.28454,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/30 17:00,10.32641,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/30 18:00,9.36194,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/30 19:00,10.68299,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/30 20:00,13.98535,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/30 21:00,14.93211,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/30 22:00,15.12026,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/06/30 23:00,15.72543,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/01 00:00,16.28787,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/01 01:00,16.5656,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/01 02:00,17.13893,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/01 03:00,18.63186,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/01 04:00,18.73208,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/01 05:00,19.0407,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/01 06:00,21.5658,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/01 07:00,22.47874,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/01 08:00,20.48804,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/01 09:00,20.02244,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/01 10:00,21.92964,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/01 11:00,20.07309,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/01 12:00,12.22566,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/01 13:00,8.9887,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/01 14:00,8.70695,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/01 15:00,7.42213,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/01 16:00,6.96785,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/01 17:00,7.26909,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/01 18:00,9.35651,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/01 19:00,12.18539,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/01 20:00,13.50378,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/01 21:00,14.25426,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/01 22:00,14.26527,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/01 23:00,14.37468,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/02 00:00,13.95133,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/02 01:00,13.84491,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/02 02:00,15.21734,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/02 03:00,15.26769,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/02 04:00,15.69824,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/02 05:00,16.56733,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/02 06:00,18.3769,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/02 07:00,19.86488,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/02 08:00,19.72,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/02 09:00,16.74287,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/02 10:00,15.37609,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/02 11:00,8.81224,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/02 12:00,8.99867,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/02 13:00,8.4418,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/02 14:00,9.2578,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/02 15:00,9.4911,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/02 16:00,8.27078,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/02 17:00,8.79138,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/02 18:00,8.80056,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/02 19:00,11.2336,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/02 20:00,15.89565,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/02 21:00,16.63614,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/02 22:00,18.15786,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/02 23:00,14.64784,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/03 00:00,13.03163,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/03 01:00,12.78943,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/03 02:00,12.64814,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/03 03:00,12.54001,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/03 04:00,13.31664,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/03 05:00,14.27506,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/03 06:00,14.82437,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/03 07:00,14.73779,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/03 08:00,16.18259,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/03 09:00,16.25933,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/03 10:00,14.69003,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/03 11:00,13.11994,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/03 12:00,11.9875,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/03 13:00,10.61753,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/03 14:00,9.70349,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/03 15:00,9.63477,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/03 16:00,10.11627,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/03 17:00,10.27248,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/03 18:00,10.53824,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/03 19:00,11.05336,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/03 20:00,11.37511,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/03 21:00,12.22877,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/03 22:00,12.39827,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/03 23:00,13.41202,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/04 00:00,13.40956,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/04 01:00,12.14911,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/04 02:00,12.35369,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/04 03:00,11.93117,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/04 04:00,12.78032,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/04 05:00,13.25373,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/04 06:00,12.95883,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/04 07:00,13.65905,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/04 08:00,15.07419,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/04 09:00,15.64598,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/04 10:00,14.78746,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/04 11:00,12.57259,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/04 12:00,11.55411,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/04 13:00,10.50929,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/04 14:00,12.02028,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/04 15:00,12.54972,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/04 16:00,9.80791,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/04 17:00,9.71116,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/04 18:00,10.98881,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/04 19:00,17.49189,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/04 20:00,28.41505,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/04 21:00,41.59164,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/04 22:00,29.94201,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/04 23:00,34.87248,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/05 00:00,72.95555,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/05 01:00,99.86961,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/05 02:00,75.61108,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/05 03:00,72.05178,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/05 04:00,53.29813,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/05 05:00,44.56721,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/05 06:00,54.52681,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/05 07:00,79.50967,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/05 08:00,71.54042,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/05 09:00,50.16019,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/05 10:00,39.51142,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/05 11:00,29.12825,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/05 12:00,16.63078,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/05 13:00,9.92919,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/05 14:00,10.82833,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/05 15:00,11.02214,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/05 16:00,10.61694,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/05 17:00,9.42545,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/05 18:00,8.71381,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/05 19:00,8.97142,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/05 20:00,8.63077,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/05 21:00,9.80421,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/05 22:00,10.87659,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/05 23:00,7.91856,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/06 00:00,6.11757,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/06 01:00,5.98648,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/06 02:00,6.20553,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/06 03:00,6.12392,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/06 04:00,7.15769,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/06 05:00,8.57693,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/06 06:00,10.62965,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/06 07:00,11.37168,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/06 08:00,11.8153,ug/m3_LC,0,1
RIVR,T640-PM2.5 AQI,2022/07/06 09:00,11.71079,ug/m3_LC,0,1
